new_user_id,Recency,Frequency,Monetary,last_purchase,R_Score,F_Score,M_Score,RFM_Score,RFM_Tag,Segment
UID_00070,221,1,487.5,2024-05-24 12:46:17,2,1,1,4,211,流失风险
UID_00071,302,1,945.08,2024-03-04 09:28:48,1,1,2,4,112,流失风险
UID_00072,224,1,705.5,2024-05-20 23:39:32,2,1,2,5,212,流失风险
UID_00073,249,1,3888.88,2024-04-26 15:40:45,2,1,4,7,214,需唤回
UID_00074,168,1,1171.62,2024-07-16 08:03:05,3,1,2,6,312,一般用户
UID_00075,183,1,9704.25,2024-07-01 09:37:17,3,1,5,9,315,高价值
UID_00076,224,1,2068.44,2024-05-21 12:23:58,2,1,3,6,213,需唤回
UID_00077,126,1,329.74,2024-08-27 14:16:08,4,1,1,6,411,潜力用户
UID_00078,168,1,2625.51,2024-07-16 16:57:19,3,1,4,8,314,高价值
UID_00079,215,1,831.44,2024-05-30 11:06:36,3,1,2,6,312,一般用户
UID_00080,190,1,7514.44,2024-06-24 22:21:48,3,1,5,9,315,高价值
UID_00081,220,1,597.28,2024-05-25 07:16:02,2,1,1,4,211,流失风险
UID_00082,120,1,1760.35,2024-09-02 09:47:26,4,1,3,8,413,潜力用户
UID_00083,39,1,792.44,2024-11-22 13:50:08,5,1,2,8,512,潜力用户
UID_00084,271,1,1802.2,2024-04-04 03:24:40,2,1,3,6,213,需唤回
UID_00085,350,1,3208.45,2024-01-16 00:07:58,1,1,4,6,114,需唤回
UID_00086,79,1,10465.44,2024-10-13 23:16:05,4,1,5,10,415,高价值
UID_00087,38,1,3493.8,2024-11-23 07:17:05,5,1,4,10,514,高价值
UID_00088,112,1,1202.62,2024-09-09 23:42:22,4,1,2,7,412,潜力用户
UID_00089,224,1,398.72,2024-05-21 17:30:20,2,1,1,4,211,流失风险
UID_00090,301,1,982.94,2024-03-05 10:18:23,1,1,2,4,112,流失风险
UID_00091,316,1,11563.3,2024-02-19 08:25:10,1,1,5,7,115,需唤回
UID_00092,320,1,24488.4,2024-02-15 07:28:40,1,1,5,7,115,需唤回
UID_00093,230,1,13206.62,2024-05-15 22:38:12,2,1,5,8,215,需唤回
UID_00094,59,1,1953.15,2024-11-02 02:38:12,5,1,3,9,513,潜力用户
UID_00095,187,1,1451.92,2024-06-27 05:37:18,3,1,3,7,313,一般用户
UID_00096,230,1,4587.8,2024-05-15 11:19:22,2,1,4,7,214,需唤回
UID_00097,168,1,64.42,2024-07-16 20:22:24,3,1,1,5,311,一般用户
UID_00098,184,1,1638.06,2024-06-30 21:24:33,3,1,3,7,313,一般用户
UID_00099,74,1,17774.05,2024-10-18 05:12:05,4,1,5,10,415,高价值
UID_00100,48,1,1363.5,2024-11-13 15:31:51,5,1,3,9,513,潜力用户
UID_00101,149,1,6860.66,2024-08-04 01:55:51,3,1,5,9,315,高价值
UID_00102,208,1,2966.3,2024-06-06 14:48:43,3,1,4,8,314,高价值
UID_00103,72,1,466.94,2024-10-20 16:26:02,4,1,1,6,411,潜力用户
UID_00104,5,1,1058.9,2024-12-26 17:44:28,5,1,2,8,512,潜力用户
UID_00105,121,1,914.75,2024-09-01 01:35:38,4,1,2,7,412,潜力用户
UID_00106,24,1,357.53,2024-12-07 06:01:33,5,1,1,7,511,潜力用户
UID_00107,90,1,498.24,2024-10-02 10:47:07,4,1,1,6,411,潜力用户
UID_00108,69,1,4089.56,2024-10-23 08:13:38,5,1,4,10,514,高价值
UID_00109,349,1,4068.0,2024-01-17 17:03:27,1,1,4,6,114,需唤回
UID_00110,351,1,844.55,2024-01-15 21:14:03,1,1,2,4,112,流失风险
UID_00111,203,1,21941.73,2024-06-11 10:37:15,3,1,5,9,315,高价值
UID_00112,82,1,7155.5,2024-10-10 19:02:06,4,1,5,10,415,高价值
UID_00113,97,1,1380.83,2024-09-24 23:42:11,4,1,3,8,413,潜力用户
UID_00114,363,1,2582.44,2024-01-03 10:50:37,1,1,4,6,114,需唤回
UID_00115,280,1,1218.86,2024-03-26 09:10:54,2,1,2,5,212,流失风险
UID_00116,274,1,17451.04,2024-04-01 02:32:54,2,1,5,8,215,需唤回
UID_00117,88,1,19693.16,2024-10-04 21:33:49,4,1,5,10,415,高价值
UID_00118,268,1,4205.25,2024-04-07 10:37:09,2,1,4,7,214,需唤回
UID_00119,203,1,774.74,2024-06-11 13:50:08,3,1,2,6,312,一般用户
UID_00120,239,1,599.52,2024-05-06 12:42:39,2,1,1,4,211,流失风险
UID_00121,172,1,1724.16,2024-07-12 10:56:34,3,1,3,7,313,一般用户
UID_00122,17,1,642.46,2024-12-14 10:28:28,5,1,2,8,512,潜力用户
UID_00123,265,1,2123.92,2024-04-10 04:22:57,2,1,3,6,213,需唤回
UID_00124,271,1,6420.19,2024-04-04 02:38:17,2,1,5,8,215,需唤回
UID_00125,178,1,911.38,2024-07-06 16:43:18,3,1,2,6,312,一般用户
UID_00126,198,1,1626.72,2024-06-16 05:50:34,3,1,3,7,313,一般用户
UID_00127,26,1,819.96,2024-12-05 06:42:17,5,1,2,8,512,潜力用户
UID_00128,72,1,90.18,2024-10-20 17:24:38,4,1,1,6,411,潜力用户
UID_00129,29,1,21469.2,2024-12-02 21:01:27,5,1,5,11,515,高价值
UID_00130,177,1,1297.35,2024-07-07 02:39:59,3,1,2,6,312,一般用户
UID_00131,202,1,890.19,2024-06-12 03:34:58,3,1,2,6,312,一般用户
UID_00132,64,1,2904.85,2024-10-28 10:19:49,5,1,4,10,514,高价值
UID_00133,246,1,991.07,2024-04-29 08:32:28,2,1,2,5,212,流失风险
UID_00134,341,1,1914.05,2024-01-25 00:14:17,1,1,3,5,113,需唤回
UID_00135,105,1,1980.4,2024-09-17 16:58:39,4,1,3,8,413,潜力用户
UID_00136,174,1,3553.0,2024-07-10 12:54:45,3,1,4,8,314,高价值
UID_00137,214,1,1200.32,2024-05-31 21:55:46,3,1,2,6,312,一般用户
UID_00138,70,1,104.18,2024-10-22 01:08:50,5,1,1,7,511,潜力用户
UID_00139,38,1,2867.92,2024-11-23 11:56:58,5,1,4,10,514,高价值
UID_00140,344,1,773.92,2024-01-22 13:32:12,1,1,2,4,112,流失风险
UID_00141,107,1,1865.8,2024-09-15 09:16:48,4,1,3,8,413,潜力用户
UID_00142,324,1,19516.04,2024-02-11 00:57:22,1,1,5,7,115,需唤回
UID_00143,74,1,1013.24,2024-10-18 01:56:50,4,1,2,7,412,潜力用户
UID_00144,63,1,2546.88,2024-10-29 09:41:43,5,1,4,10,514,高价值
UID_00145,38,1,12331.35,2024-11-23 06:04:22,5,1,5,11,515,高价值
UID_00146,19,1,322.98,2024-12-12 00:21:53,5,1,1,7,511,潜力用户
UID_00147,340,1,958.89,2024-01-25 23:39:56,1,1,2,4,112,流失风险
UID_00148,57,1,2932.16,2024-11-04 07:02:51,5,1,4,10,514,高价值
UID_00149,24,1,1067.4,2024-12-07 02:46:08,5,1,2,8,512,潜力用户
UID_00150,241,1,2502.16,2024-05-04 03:54:25,2,1,3,6,213,需唤回
UID_00151,106,1,18348.44,2024-09-16 01:51:03,4,1,5,10,415,高价值
UID_00152,18,1,13449.04,2024-12-13 09:18:02,5,1,5,11,515,高价值
UID_00153,288,1,2713.88,2024-03-18 22:13:14,2,1,4,7,214,需唤回
UID_00154,258,1,1911.42,2024-04-17 19:12:11,2,1,3,6,213,需唤回
UID_00155,133,1,7688.56,2024-08-20 23:13:34,4,1,5,10,415,高价值
UID_00156,199,1,3213.25,2024-06-15 20:25:08,3,1,4,8,314,高价值
UID_00157,227,1,1467.94,2024-05-18 11:38:46,2,1,3,6,213,需唤回
UID_00158,362,1,3163.15,2024-01-04 09:03:52,1,1,4,6,114,需唤回
UID_00159,322,1,1354.25,2024-02-13 10:32:53,1,1,3,5,113,需唤回
UID_00160,280,1,424.42,2024-03-26 06:41:57,2,1,1,4,211,流失风险
UID_00161,206,1,2953.08,2024-06-08 08:57:37,3,1,4,8,314,高价值
UID_00162,19,1,198.28,2024-12-12 03:14:16,5,1,1,7,511,潜力用户
UID_00163,311,1,1241.68,2024-02-24 16:51:07,1,1,2,4,112,流失风险
UID_00164,99,1,637.72,2024-09-23 05:25:46,4,1,2,7,412,潜力用户
UID_00165,189,1,20023.65,2024-06-25 21:30:04,3,1,5,9,315,高价值
UID_00166,195,1,805.95,2024-06-19 16:25:24,3,1,2,6,312,一般用户
UID_00167,152,1,2928.5,2024-08-01 04:54:27,3,1,4,8,314,高价值
UID_00168,200,1,311.04,2024-06-14 08:32:00,3,1,1,5,311,一般用户
UID_00169,105,1,1501.17,2024-09-17 17:42:00,4,1,3,8,413,潜力用户
UID_00170,336,1,336.42,2024-01-30 12:22:23,1,1,1,3,111,流失风险
UID_00171,108,1,1601.22,2024-09-14 20:02:36,4,1,3,8,413,潜力用户
UID_00172,111,1,570.28,2024-09-11 00:31:28,4,1,1,6,411,潜力用户
UID_00173,33,1,9517.63,2024-11-28 07:46:27,5,1,5,11,515,高价值
UID_00174,57,1,708.08,2024-11-04 16:35:41,5,1,2,8,512,潜力用户
UID_00175,89,1,882.45,2024-10-03 07:04:27,4,1,2,7,412,潜力用户
UID_00176,133,1,3035.28,2024-08-20 21:17:02,4,1,4,9,414,高价值
UID_00177,204,1,983.25,2024-06-10 08:46:02,3,1,2,6,312,一般用户
UID_00178,30,1,1888.8,2024-12-01 15:09:53,5,1,3,9,513,潜力用户
UID_00179,291,1,623.02,2024-03-15 15:01:42,2,1,2,5,212,流失风险
UID_00180,271,1,251.62,2024-04-04 14:25:42,2,1,1,4,211,流失风险
UID_00181,186,1,1399.08,2024-06-28 12:56:57,3,1,3,7,313,一般用户
UID_00182,289,1,2497.9,2024-03-17 14:43:08,2,1,3,6,213,需唤回
UID_00183,47,1,3695.28,2024-11-14 21:10:12,5,1,4,10,514,高价值
UID_00184,365,1,314.61,2024-01-01 09:40:54,1,1,1,3,111,流失风险
UID_00185,211,1,2705.72,2024-06-03 03:03:27,3,1,4,8,314,高价值
UID_00186,98,1,2524.04,2024-09-24 16:52:40,4,1,4,9,414,高价值
UID_00187,41,1,153.88,2024-11-20 00:28:06,5,1,1,7,511,潜力用户
UID_00188,38,1,166.02,2024-11-23 10:07:03,5,1,1,7,511,潜力用户
UID_00189,217,1,2835.25,2024-05-28 05:42:53,2,1,4,7,214,需唤回
UID_00190,164,1,2414.48,2024-07-20 18:46:46,3,1,3,7,313,一般用户
UID_00191,306,1,1411.92,2024-02-29 02:35:14,1,1,3,5,113,需唤回
UID_00192,9,1,2169.36,2024-12-22 13:02:15,5,1,3,9,513,潜力用户
UID_00193,269,1,638.18,2024-04-06 05:02:29,2,1,2,5,212,流失风险
UID_00194,234,1,3145.28,2024-05-11 03:34:12,2,1,4,7,214,需唤回
UID_00195,363,1,664.06,2024-01-03 08:50:58,1,1,2,4,112,流失风险
UID_00196,238,1,1886.28,2024-05-07 07:11:47,2,1,3,6,213,需唤回
UID_00197,23,1,570.06,2024-12-08 19:18:48,5,1,1,7,511,潜力用户
UID_00198,22,1,359.79,2024-12-09 19:21:15,5,1,1,7,511,潜力用户
UID_00199,105,1,983.01,2024-09-16 23:49:21,4,1,2,7,412,潜力用户
UID_00200,149,1,735.99,2024-08-04 18:19:20,3,1,2,6,312,一般用户
UID_00201,37,1,244.28,2024-11-24 03:38:59,5,1,1,7,511,潜力用户
UID_00202,159,1,3033.52,2024-07-25 08:56:31,3,1,4,8,314,高价值
UID_00203,68,1,6682.65,2024-10-24 06:21:01,5,1,5,11,515,高价值
UID_00204,294,1,1128.1,2024-03-12 07:31:02,1,1,2,4,112,流失风险
UID_00205,165,1,586.82,2024-07-19 13:34:59,3,1,1,5,311,一般用户
UID_00206,102,1,863.05,2024-09-20 01:35:09,4,1,2,7,412,潜力用户
UID_00207,196,1,5981.62,2024-06-18 07:09:47,3,1,5,9,315,高价值
UID_00208,359,1,622.4,2024-01-06 23:38:39,1,1,2,4,112,流失风险
UID_00209,337,1,512.01,2024-01-29 20:10:23,1,1,1,3,111,流失风险
UID_00210,273,1,2852.68,2024-04-02 19:43:42,2,1,4,7,214,需唤回
UID_00211,208,1,627.8,2024-06-06 13:37:32,3,1,2,6,312,一般用户
UID_00212,80,1,27672.52,2024-10-12 03:11:27,4,1,5,10,415,高价值
UID_00213,133,1,789.56,2024-08-20 08:31:09,4,1,2,7,412,潜力用户
UID_00214,282,1,719.43,2024-03-24 04:04:24,2,1,2,5,212,流失风险
UID_00215,335,1,1505.75,2024-01-31 11:00:16,1,1,3,5,113,需唤回
UID_00216,194,1,906.0,2024-06-20 00:07:09,3,1,2,6,312,一般用户
UID_00217,308,1,3131.92,2024-02-27 15:24:15,1,1,4,6,114,需唤回
UID_00218,40,1,480.49,2024-11-21 03:10:37,5,1,1,7,511,潜力用户
UID_00219,225,1,1534.66,2024-05-20 21:31:35,2,1,3,6,213,需唤回
UID_00220,246,1,1358.48,2024-04-29 16:24:31,2,1,3,6,213,需唤回
UID_00221,4,1,3678.15,2024-12-27 01:12:01,5,1,4,10,514,高价值
UID_00222,94,1,3448.75,2024-09-28 21:08:32,4,1,4,9,414,高价值
UID_00223,143,1,1093.84,2024-08-10 08:12:59,3,1,2,6,312,一般用户
UID_00224,246,1,14240.85,2024-04-29 04:11:41,2,1,5,8,215,需唤回
UID_00225,111,1,3008.5,2024-09-11 00:03:33,4,1,4,9,414,高价值
UID_00226,41,1,2793.82,2024-11-20 01:46:11,5,1,4,10,514,高价值
UID_00227,347,1,343.26,2024-01-19 09:13:31,1,1,1,3,111,流失风险
UID_00228,54,1,4468.75,2024-11-07 14:46:57,5,1,4,10,514,高价值
UID_00229,159,1,3006.85,2024-07-25 07:15:04,3,1,4,8,314,高价值
UID_00230,352,1,7615.66,2024-01-14 22:19:39,1,1,5,7,115,需唤回
UID_00231,109,1,471.98,2024-09-13 11:21:29,4,1,1,6,411,潜力用户
UID_00232,287,1,1458.74,2024-03-19 03:38:37,2,1,3,6,213,需唤回
UID_00233,97,1,3338.76,2024-09-25 16:09:21,4,1,4,9,414,高价值
UID_00234,46,1,3155.1,2024-11-15 05:07:29,5,1,4,10,514,高价值
UID_00235,114,1,812.7,2024-09-08 15:54:42,4,1,2,7,412,潜力用户
UID_00236,341,1,474.69,2024-01-25 16:58:15,1,1,1,3,111,流失风险
UID_00237,68,1,3343.75,2024-10-24 07:40:51,5,1,4,10,514,高价值
UID_00238,2,1,571.66,2024-12-29 16:53:53,5,1,1,7,511,潜力用户
UID_00239,279,1,2919.56,2024-03-27 12:18:59,2,1,4,7,214,需唤回
UID_00240,247,1,1682.94,2024-04-28 11:30:46,2,1,3,6,213,需唤回
UID_00241,149,1,1037.65,2024-08-04 06:49:36,3,1,2,6,312,一般用户
UID_00242,264,1,860.25,2024-04-11 04:10:28,2,1,2,5,212,流失风险
UID_00243,82,1,1804.4,2024-10-10 13:13:53,4,1,3,8,413,潜力用户
UID_00244,230,1,1424.05,2024-05-15 19:55:41,2,1,3,6,213,需唤回
UID_00245,96,1,6547.9,2024-09-26 04:24:24,4,1,5,10,415,高价值
UID_00246,310,1,966.24,2024-02-25 23:17:07,1,1,2,4,112,流失风险
UID_00247,210,1,987.15,2024-06-04 18:03:34,3,1,2,6,312,一般用户
UID_00248,151,1,964.69,2024-08-02 11:39:12,3,1,2,6,312,一般用户
UID_00249,315,1,134.45,2024-02-20 13:11:22,1,1,1,3,111,流失风险
UID_00250,141,1,827.92,2024-08-12 17:26:33,4,1,2,7,412,潜力用户
UID_00251,83,1,2772.04,2024-10-09 17:20:22,4,1,4,9,414,高价值
UID_00252,138,1,688.05,2024-08-15 12:50:28,4,1,2,7,412,潜力用户
UID_00253,234,1,1144.24,2024-05-11 18:04:54,2,1,2,5,212,流失风险
UID_00254,86,1,3217.65,2024-10-06 11:36:58,4,1,4,9,414,高价值
UID_00255,12,1,243.68,2024-12-19 02:02:53,5,1,1,7,511,潜力用户
UID_00256,166,1,4444.9,2024-07-18 18:39:25,3,1,4,8,314,高价值
UID_00257,32,1,4777.28,2024-11-29 17:18:27,5,1,4,10,514,高价值
UID_00258,322,1,4735.85,2024-02-13 02:43:56,1,1,4,6,114,需唤回
UID_00259,100,1,8231.34,2024-09-22 19:00:33,4,1,5,10,415,高价值
UID_00260,298,1,131.9,2024-03-08 14:43:57,1,1,1,3,111,流失风险
UID_00261,76,1,4859.0,2024-10-16 07:22:36,4,1,4,9,414,高价值
UID_00262,187,1,856.83,2024-06-27 03:13:26,3,1,2,6,312,一般用户
UID_00263,302,1,607.8,2024-03-04 06:39:08,1,1,1,3,111,流失风险
UID_00264,287,1,1187.12,2024-03-19 15:55:17,2,1,2,5,212,流失风险
UID_00265,223,1,975.2,2024-05-22 06:05:42,2,1,2,5,212,流失风险
UID_00266,40,1,3826.1,2024-11-21 01:26:44,5,1,4,10,514,高价值
UID_00267,160,1,3751.5,2024-07-24 18:59:23,3,1,4,8,314,高价值
UID_00268,192,1,2030.82,2024-06-22 22:43:48,3,1,3,7,313,一般用户
UID_00269,43,1,1053.4,2024-11-18 23:09:44,5,1,2,8,512,潜力用户
UID_00270,251,1,1550.78,2024-04-24 03:59:33,2,1,3,6,213,需唤回
UID_00271,308,1,105.53,2024-02-27 15:46:12,1,1,1,3,111,流失风险
UID_00272,36,1,726.5,2024-11-25 14:49:43,5,1,2,8,512,潜力用户
UID_00273,23,1,1050.75,2024-12-08 05:07:30,5,1,2,8,512,潜力用户
UID_00274,55,1,10751.58,2024-11-06 12:17:35,5,1,5,11,515,高价值
UID_00275,350,1,2798.1,2024-01-16 05:49:48,1,1,4,6,114,需唤回
UID_00276,43,1,27474.72,2024-11-18 10:03:58,5,1,5,11,515,高价值
UID_00277,202,1,9812.98,2024-06-12 22:18:38,3,1,5,9,315,高价值
UID_00278,122,1,996.75,2024-08-31 04:44:06,4,1,2,7,412,潜力用户
UID_00279,364,1,622.76,2024-01-02 15:22:39,1,1,2,4,112,流失风险
UID_00280,129,1,422.42,2024-08-24 02:41:46,4,1,1,6,411,潜力用户
UID_00281,294,1,239.6,2024-03-12 07:02:03,1,1,1,3,111,流失风险
UID_00282,17,1,1527.4,2024-12-14 20:00:47,5,1,3,9,513,潜力用户
UID_00283,36,1,600.84,2024-11-25 21:06:14,5,1,1,7,511,潜力用户
UID_00284,302,1,2414.35,2024-03-04 13:15:20,1,1,3,5,113,需唤回
UID_00285,165,1,1339.18,2024-07-19 12:51:20,3,1,3,7,313,一般用户
UID_00286,72,1,1733.25,2024-10-20 13:46:46,4,1,3,8,413,潜力用户
UID_00287,227,1,490.33,2024-05-18 09:07:36,2,1,1,4,211,流失风险
UID_00288,2,1,2369.58,2024-12-29 16:59:35,5,1,3,9,513,潜力用户
UID_00289,161,1,2525.76,2024-07-23 10:27:04,3,1,4,8,314,高价值
UID_00290,69,1,1132.23,2024-10-23 20:36:38,5,1,2,8,512,潜力用户
UID_00291,87,1,1744.0,2024-10-05 06:26:54,4,1,3,8,413,潜力用户
UID_00292,149,1,24173.6,2024-08-04 21:18:17,3,1,5,9,315,高价值
UID_00293,345,1,637.89,2024-01-21 16:00:52,1,1,2,4,112,流失风险
UID_00294,361,1,942.16,2024-01-05 05:38:50,1,1,2,4,112,流失风险
UID_00295,364,1,518.76,2024-01-02 15:38:36,1,1,1,3,111,流失风险
UID_00296,98,1,797.01,2024-09-24 06:37:58,4,1,2,7,412,潜力用户
UID_00297,242,1,595.19,2024-05-03 23:20:31,2,1,1,4,211,流失风险
UID_00298,361,1,1411.17,2024-01-05 04:05:58,1,1,3,5,113,需唤回
UID_00299,151,1,608.05,2024-08-02 00:21:20,3,1,1,5,311,一般用户
UID_00300,51,1,380.76,2024-11-10 04:34:01,5,1,1,7,511,潜力用户
UID_00301,262,1,39300.12,2024-04-13 14:08:19,2,1,5,8,215,需唤回
UID_00302,268,1,851.19,2024-04-07 16:48:12,2,1,2,5,212,流失风险
UID_00303,116,1,472.1,2024-09-06 14:02:49,4,1,1,6,411,潜力用户
UID_00304,205,1,2612.04,2024-06-09 09:19:35,3,1,4,8,314,高价值
UID_00305,215,1,885.87,2024-05-30 07:37:41,3,1,2,6,312,一般用户
UID_00306,85,1,17966.96,2024-10-07 05:17:24,4,1,5,10,415,高价值
UID_00307,345,1,379.24,2024-01-21 10:19:22,1,1,1,3,111,流失风险
UID_00308,326,1,1563.15,2024-02-09 15:42:31,1,1,3,5,113,需唤回
UID_00309,259,1,7757.97,2024-04-16 03:39:07,2,1,5,8,215,需唤回
UID_00310,156,1,28147.68,2024-07-28 20:58:38,3,1,5,9,315,高价值
UID_00311,157,1,6167.28,2024-07-27 00:45:31,3,1,5,9,315,高价值
UID_00312,148,1,210.72,2024-08-05 12:49:41,3,1,1,5,311,一般用户
UID_00313,168,1,1108.71,2024-07-16 15:39:06,3,1,2,6,312,一般用户
UID_00314,44,1,1178.13,2024-11-17 13:09:11,5,1,2,8,512,潜力用户
UID_00315,173,1,563.65,2024-07-11 08:29:28,3,1,1,5,311,一般用户
UID_00316,264,1,1251.2,2024-04-11 03:00:18,2,1,2,5,212,流失风险
UID_00317,306,1,1751.67,2024-02-29 01:24:50,1,1,3,5,113,需唤回
UID_00318,188,1,3385.4,2024-06-26 21:33:07,3,1,4,8,314,高价值
UID_00319,298,1,10662.3,2024-03-08 02:22:33,1,1,5,7,115,需唤回
UID_00320,185,1,1884.26,2024-06-29 20:13:28,3,1,3,7,313,一般用户
UID_00321,348,1,1442.94,2024-01-18 14:24:00,1,1,3,5,113,需唤回
UID_00322,177,1,6502.92,2024-07-07 00:48:06,3,1,5,9,315,高价值
UID_00323,189,1,1266.94,2024-06-25 09:49:43,3,1,2,6,312,一般用户
UID_00324,30,1,512.24,2024-12-01 04:56:29,5,1,1,7,511,潜力用户
UID_00325,39,1,3959.9,2024-11-22 09:31:37,5,1,4,10,514,高价值
